web-scraper-order,web-scraper-start-url,details,prix,adresse,img_link-src
"1739370941-624","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Paire pigeon  jeune King","60 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4545200_uploaded_image1_1705269534.jpg"
"1739370941-625","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542217_uploaded_image1_1705082041.jpg"
"1739370941-626","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","5 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542193_uploaded_image1_1705080975.jpg"
"1739370941-627","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","35 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517612_uploaded_image1_1703770805.jpg"
"1739370941-628","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513662_uploaded_image2_1703531881.jpeg"
"1739370941-629","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513225_uploaded_image1_1703497424.jpg"
"1739370941-630","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin fauve male","80 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512680_uploaded_image1_1703431761.jpg"
"1739370941-631","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapin","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg"
"1739370941-632","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet de chair","3 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4509252_uploaded_image1_1703175319.jpg"
"1739370941-633","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapereau","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4505997_uploaded_image1_1702997024.jpg"
"1739370941-634","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapin français","40 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4505989_uploaded_image1_1702996795.jpg"
"1739370941-635","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4490937_uploaded_image1_1702037014.jpg"
"1739370941-636","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple de pigeons","20 000CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4483308_uploaded_image1_1701626351.jpg"
"1739370941-637","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin Angora male","8 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4473413_uploaded_image1_1701020741.jpg"
"1739370941-638","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin Angora male","18 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4473399_uploaded_image1_1701019994.jpg"
"1739370941-639","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon King Blanc","75 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471585_uploaded_image1_1700864393.jpg"
"1739370941-640","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Lahor","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4471579_uploaded_image1_1700864120.jpg"
"1739370941-641","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Femelle lapin demi sang + cage","40 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4464349_uploaded_image1_1700417993.jpg"
"1739370941-642","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4453957_uploaded_image1_1699727543.jpg"
"1739370941-643","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Soie","75 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4453909_uploaded_image1_1699725929.jpg"
"1739370941-644","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Coqs","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4444985_uploaded_image1_1699208691.jpg"
"1739370941-645","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4435893_uploaded_image1_1698681315.jpg"
"1739370941-646","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4434579_uploaded_image1_1698581736.jpg"
"1739370941-647","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4433087_uploaded_image1_1698427048.jpg"
"1739370941-648","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4425850_uploaded_image1_1697991508.jpg"
"1739370941-649","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Cochons d'Inde","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4425812_uploaded_image1_1697988348.jpg"
"1739370941-650","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons voyageur de compétition","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418928_uploaded_image1_1697461664.jpg"
"1739370941-651","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","3 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418917_uploaded_image1_1697461219.jpg"
"1739370941-652","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418908_uploaded_image1_1697461394.jpg"
"1739370941-653","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4418898_uploaded_image1_1697460446.jpg"
"1739370941-654","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","35 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4408360_uploaded_image1_1696785290.jpg"
"1739370941-655","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4406776_uploaded_image1_1696680924.jpg"
"1739370941-656","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4406771_uploaded_image1_1696680728.jpg"
"1739370941-657","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Cochin et Brahma","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4401630_uploaded_image1_1696382057.jpg"
"1739370941-658","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussins","26 500CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4399877_uploaded_image1_1696286458.jpg"
"1739370941-659","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahma","25 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4389249_uploaded_image1_1695564020.jpg"
"1739370941-660","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","20 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4384422_uploaded_image1_1695232906.jpg"
"1739370941-661","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4381621_uploaded_image1_1695057585.jpg"
"1739370941-662","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons Culbutant français","50 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4378163_uploaded_image1_1694787558.jpg"
"1739370941-663","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahman herminé","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4369295_uploaded_image1_1694214443.jpg"
"1739370941-664","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4368816_uploaded_image1_1694188598.jpg"
"1739370941-665","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons de race","350 000CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4368566_uploaded_image1_1694179237.jpg"
"1739370941-666","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4359251_uploaded_image1_1693583547.jpg"
"1739370941-667","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin   Papillon","90 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4347215_uploaded_image1_1692800912.jpg"
"1739370941-668","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4337665_uploaded_image1_1692197761.jpg"
"1739370941-669","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4337664_uploaded_image2_1692903389.jpeg"
"1739370941-670","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4336471_uploaded_image1_1692120444.jpg"
"1739370941-671","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereaux","10 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4333705_uploaded_image1_1691943760.jpg"
"1739370941-672","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereaux","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4324644_uploaded_image1_1691345949.jpg"
"1739370941-673","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussins de chair","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4323837_uploaded_image1_1691274033.jpg"
"1739370941-674","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","40 000CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4312499_uploaded_image1_1690566200.jpg"
"1739370941-675","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poules","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4302571_uploaded_image1_1689893299.jpg"
"1739370941-676","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","Niaga, Sénégal","https://images.coinafrique.com/thumb_4302356_uploaded_image1_1689878968.jpg"
"1739370941-677","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","15 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4298076_uploaded_image1_1689619080.jpg"
"1739370941-678","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","80 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4296184_uploaded_image1_1689472721.jpg"
"1739370941-679","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussins Brahmanes","30 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290482_uploaded_image1_1689101216.jpg"
"1739370941-680","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Coq hermine","60 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4290479_uploaded_image1_1689101063.jpg"
"1739370941-681","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin nain Loutre","30 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4289564_uploaded_image1_1689066044.jpg"
"1739370941-682","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets  bleu Holland","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4287658_uploaded_image1_1688923156.jpg"
"1739370941-683","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4287413_uploaded_image1_1688907084.jpg"
"1739370941-684","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4287411_uploaded_image1_1688907003.jpg"
"1739370941-685","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Messager","25 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4286623_uploaded_image1_1688830929.jpg"
"1739370941-686","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4283652_uploaded_image1_1688651905.jpg"
"1739370945-687","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5180652_uploaded_image1_1739276152.jpg"
"1739370945-688","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin herminé","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5179009_uploaded_image1_1739192841.jpg"
"1739370945-689","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Femelle brahma caillouté","55 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5159050_uploaded_image1_1738156403.jpg"
"1739370945-690","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Femelle brahma caillouté","55 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5159019_uploaded_image1_1738155613.jpg"
"1739370945-691","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin métissage californien","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5148151_uploaded_image1_1737572310.jpg"
"1739370945-692","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Femelle Barmane","35 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5124363_uploaded_image1_1736298689.jpg"
"1739370945-693","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5121788_uploaded_image1_1736179154.jpg"
"1739370945-694","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Mâle Brahma","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_5121430_uploaded_image1_1736164839.jpg"
"1739370945-695","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","12 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5119498_uploaded_image1_1736025924.jpg"
"1739370945-696","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","12 000CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5119494_uploaded_image1_1736025705.jpg"
"1739370945-697","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin Herminé","36 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5107651_uploaded_image1_1735215733.jpg"
"1739370945-698","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussins","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104370_uploaded_image1_1734964382.jpg"
"1739370945-699","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple lahore lavande","30 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_5088564_uploaded_image1_1734010113.jpg"
"1739370945-700","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain","200 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg"
"1739370945-701","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin brahman","25 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5080703_uploaded_image1_1733571477.jpg"
"1739370945-702","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Mondain noir","150 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5078519_uploaded_image1_1733444790.jpg"
"1739370945-703","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","couple boulon saxe","45 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069958_uploaded_image1_1733056070.jpg"
"1739370945-704","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple adulte métisses","35 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5064256_uploaded_image1_1732714222.jpg"
"1739370945-705","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahma","45 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5044135_uploaded_image1_1731603018.jpg"
"1739370945-706","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple mantau écailles de 2 mois","15 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_5043101_uploaded_image1_1731565347.jpg"
"1739370945-707","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","lapins mâle adulte","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_5000540_uploaded_image1_1729260478.jpg"
"1739370945-708","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Rex garenne","Prix sur demande","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4998472_uploaded_image1_1729159431.jpg"
"1739370945-709","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon pan indien","10 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4996843_uploaded_image1_1729085675.jpg"
"1739370945-710","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993341_uploaded_image1_1728920307.jpg"
"1739370945-711","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple lapins","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4981240_uploaded_image1_1728309289.jpg"
"1739370945-712","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapins","15 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4975768_uploaded_image1_1727986043.jpg"
"1739370945-713","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Coq","3 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4975038_uploaded_image1_1727964716.jpg"
"1739370945-714","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4966470_uploaded_image1_1727557573.jpg"
"1739370945-715","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin","50 000CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4954195_uploaded_image1_1726867840.jpg"
"1739370945-716","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur","Prix sur demande","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946879_uploaded_image1_1726499763.jpg"
"1739370945-717","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur","15 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946878_uploaded_image1_1726499637.jpg"
"1739370945-718","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulets Fermiers","10 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942161_uploaded_image1_1726204258.jpg"
"1739370945-719","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur","25 000CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4936241_uploaded_image1_1725920934.jpg"
"1739370945-720","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahma","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg"
"1739370945-721","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","couples lapins","15 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4932369_uploaded_image1_1725702422.jpg"
"1739370945-722","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Métisse Brahma","50 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4921301_uploaded_image1_1725195914.jpg"
"1739370945-723","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons Voyageurs  et boulants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg"
"1739370945-724","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","pigeon voyageur","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917441_uploaded_image1_1724967120.jpg"
"1739370945-725","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Boulant Gaditano","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4884507_uploaded_image1_1723139531.jpg"
"1739370945-726","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poules Bleu Hollande","5 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4877982_uploaded_image1_1722858918.jpg"
"1739370945-727","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapereaux Gdf","60 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4868318_uploaded_image1_1722369912.jpg"
"1739370945-728","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg"
"1739370945-729","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Cochin Caillouté Et Porteur Caillouté","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4862961_uploaded_image1_1722048205.jpg"
"1739370945-730","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon mondain noir","170 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4862270_uploaded_image1_1722006320.jpg"
"1739370945-731","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pan indien blanc","35 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860862_uploaded_image1_1721930737.jpg"
"1739370945-732","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons  Texan","20 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860848_uploaded_image1_1721930260.jpg"
"1739370945-733","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple pigeon mondain blanc","70 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853197_uploaded_image1_1721514569.jpg"
"1739370945-734","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Paires engoura","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4841263_uploaded_image1_1720874099.jpg"
"1739370945-735","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Jeune Mondain 2024","150 000CFA","Thiaroye, Sénégal","https://images.coinafrique.com/thumb_4840128_uploaded_image1_1720797760.jpg"
"1739370945-736","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Œufs fertiles et poussins de goliath","15 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4836511_uploaded_image1_1720629763.jpg"
"1739370945-737","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapereaux métisse Géant et Californien","15 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829597_uploaded_image1_1720290196.jpg"
"1739370945-738","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin Herminé standard","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4824502_uploaded_image1_1720037338.jpg"
"1739370945-739","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Mâle brahman Hierminés","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4824501_uploaded_image1_1720037293.jpg"
"1739370945-740","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Cochin porteur caillouté paire","120 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4818681_uploaded_image1_1719796046.jpg"
"1739370945-741","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Hermines et cochins","500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4817873_uploaded_image1_1719747122.jpg"
"1739370945-742","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons voyageur","7 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4816363_uploaded_image1_1719645676.jpg"
"1739370945-743","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet frisées","15 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4816360_uploaded_image1_1719645541.jpg"
"1739370945-744","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Jeune mâle hermine","60 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4810642_uploaded_image1_1719347241.jpg"
"1739370945-745","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet du pays","3 500CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4807968_uploaded_image1_1719229010.jpg"
"1739370945-746","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahma","95 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4807398_uploaded_image1_1719187421.jpg"
"1739370945-747","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Jeune couple Mondain","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4800310_uploaded_image1_1718745887.jpg"
"1739370945-748","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Texan pionnier","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4800306_uploaded_image1_1718745517.jpg"
